-100, 22, 2, -1, -1, 0
-94, 54, 14, 1, -1, -1
-123, 43, 7, -1, -1, -1
-66, -11, 5, 1, -1, -1
-89, 4, -25, -2, -1, -1
-75, 14, -32, -1, 0, -1
-74, 10, -6, 0, -1, -1
-82, 44, 6, -1, 0, 0
-46, -6, 12, -1, 0, -1
1137, -581, 1448, 13, 42, 73
2082, -682, -134, 56, 134, 95
3481, -1902, -1362, 21, 61, 43
-195, 2354, 195, -10, -5, -9
396, 665, -427, -8, -9, -134
233, -1482, -213, 9, 7, 105
112, 1898, -444, -57, -4, 84
571, 672, -17, -1, 3, -101
511, -3084, 680, 2, 29, -12
480, -837, 56, 36, -4, 97
310, 2403, 27, -59, 9, 31
496, 852, -10, -22, 8, -93
-469, -2853, 105, 22, 7, 38
1361, -958, -142, 33, 5, 109
150, 1366, 278, 2, -3, -68
796, -609, -509, -3, 4, -114
373, -974, 6, 12, -5, 94
69, 1551, 56, -39, 8, 48
742, 782, -325, -17, 0, -96
-1104, -2576, 906, -14, -1, 7
971, -520, -126, 50, 9, 88
-3, 1975, 218, -10, 0, -30
-267, -35, -35, -33, -16, -102
-366, -1519, 109, 8, -2, 75
593, -425, -98, 22, 9, 100
50, 1171, 272, -4, -6, -53
465, 597, -369, -32, -3, -107
116, -1454, -67, 13, -1, 70
855, -91, -63, 17, 14, 109
517, 1021, -91, -1, -13, -100
974, -1074, 400, -31, -1, -81
449, -979, -463, 21, -12, 103
-68, 2175, 255, -43, 8, 24
718, 559, -208, -16, 1, -94
-459, -2514, 896, -27, 21, 16
1043, -954, -71, 61, -5, 103
191, 1285, 374, 7, -4, -59
523, 820, -427, -10, -5, -119
-785, -1744, 421, 8, -4, 57
868, -649, -137, 25, 5, 102
-64, 1602, 327, 6, -13, -70
444, 617, -311, -19, -3, -112
-324, -941, -137, 10, 4, 70
194, 378, -108, -17, 5, 92
370, 833, 60, -11, -6, -68
698, 820, -76, -107, 18, -122
403, -1074, -67, 21, -11, 88
598, 523, 189, -15, 2, 89
799, 699, -118, -5, 2, -103
635, -2756, 579, 1, 11, -6
694, -702, -138, 44, -3, 95
-200, 1674, 409, -6, 1, -28
621, 516, -414, 18, -9, -121
-1151, -1594, 365, -10, -2, 78
810, 91, -97, 9, 19, 107
414, 963, -9, -9, -7, -89
933, -1846, -81, -40, 27, -49
810, -743, -142, 33, -12, 85
138, 1597, 253, -10, -2, -6
757, 484, -194, -14, 5, -99
-1831, -1364, 372, 11, -5, 14
662, -924, -164, 43, -3, 118
167, 1938, 90, -9, -8, -77
392, 304, -435, -7, -11, -100
-168, -1887, 638, -3, 8, 73
901, -481, -233, 29, 4, 118
624, 810, -167, -4, -1, -100
-36, -3832, 438, 38, 12, -16
1773, -795, -783, 37, -9, 123
690, 643, 254, -4, 16, -78
48, -2479, 227, 9, -10, -64
1177, -844, -459, 47, -5, 106
-496, 2476, 1180, -1, 6, -50
1514, 591, -741, -11, 14, -127
-511, -2953, 605, 16, 4, 85
1313, 312, -446, -8, 16, 117
138, 1082, 250, 0, -12, -88
9, -65, -37, 14, -31, -138
1177, -554, -634, 4, 2, 115
28, 2252, 285, -13, 8, 45
1198, 709, -687, -24, -5, -123
-1035, -2994, 649, 20, -11, 85
1378, -673, -492, 40, 12, 123
-208, 1526, 246, -12, -3, -60
632, 135, -318, -15, -6, -113
319, -1085, 227, 31, -3, 84
30, 1243, -108, -36, 11, 75
736, 853, -475, -15, -13, -107
-970, -2264, 872, 13, 6, 49
960, -753, -507, 42, 5, 103
-27, 1561, 492, -5, -2, -64
717, 517, -423, -29, -9, -123
480, -634, -202, -8, 15, 96
-193, 1420, 394, -28, 9, 54
947, 378, -77, -18, 14, -109
-608, -2399, 450, 2, -2, 53
4, -536, 107, 49, -14, 117
363, 1355, 282, -13, -1, -94
466, 544, -271, -38, -6, -119
391, -1416, 122, -1, 3, 95
495, 387, -85, 8, 6, 106
420, 1324, -188, -11, -9, -107
1438, -2487, 253, -32, 19, -31
388, -717, -307, 38, -4, 108
-78, 2907, -217, -86, 14, 20
834, 541, -202, -28, 6, -110
-1227, -1937, 48, 9, -14, 54
700, -723, -208, 52, -6, 109
129, 1485, 67, -9, -11, -81
471, -1053, 199, -17, -7, -98
512, -853, -58, 14, 5, 104
230, 2089, -20, -28, 12, 23
815, 578, -158, -31, 2, -114
-574, -2598, 1024, 20, 13, 63
816, -17, -418, 5, 17, 106
749, 1559, -32, -44, -6, -100
-99, -1260, -55, 43, -18, -90
346, -946, -91, 6, 9, 109
343, 3042, 215, -32, 9, -21
861, 386, -349, -4, -2, -110
-1655, -2438, 831, -5, 6, 78
919, 636, -439, -11, -7, 108
393, 871, -21, 5, -4, -93
84, -146, 97, -24, 5, -89
699, -1310, -133, 7, 1, 109
251, 2130, 19, -12, 8, 14
972, 738, -577, -25, 3, -119
-965, -2107, 42, 18, -13, 63
790, -642, -309, 33, -3, 118
576, 715, -97, -11, -4, -93
253, 268, 271, -28, -8, -121
438, -1352, 28, -2, -5, 119
17, 2261, -34, -56, 15, 68
793, 790, -187, -17, -5, -116
1470, -2593, 504, 22, 18, 1
1062, -1064, -73, 33, -1, 134
-49, 1756, 433, 0, -10, -64
362, 653, -4, -22, 3, -115
398, -1833, -350, 12, -2, 71
876, -62, -433, 27, 1, 129
269, 1298, 38, 1, -10, -79
19, 744, -238, -11, 3, -129
66, -1821, 588, -13, 5, 93
1013, -457, -282, 63, 15, 131
510, 522, -128, -2, -17, -89
-30, 79, 234, -30, -5, -85
-487, -1433, 249, 10, -1, 96
555, -116, -135, 8, 6, 106
946, 855, -180, -6, -3, -120
150, -1827, 543, -14, -1, -55
650, -726, -220, 11, -7, 124
-358, 2045, 336, -5, 3, 7
721, 1079, -281, -31, 3, -129
-1032, -3256, 577, 15, -5, 38
1352, -684, -502, 38, 3, 124
-9, 1993, 221, -21, -7, -83
224, 745, -264, -15, -12, -139
-115, -1058, 618, -2, 8, 98
786, -337, 40, 28, 13, 129
527, 691, -207, -2, -8, -96
502, -610, 38, -45, 8, -95
558, -982, -11, 15, -4, 106
83, 2128, -355, -20, 5, 76
395, 1013, -250, -30, -8, -117
730, -3503, 832, 43, 16, 11
883, -800, -515, 31, -16, 124
226, 1902, 420, -2, -6, -88
140, 427, -77, -18, 4, -109
10, -2453, 168, 9, -5, 84
1163, -57, -442, 16, -4, 127
654, 1236, -31, -4, -6, -116
1298, -782, -482, -69, 5, -101
701, -919, -145, 10, -8, 115
102, 2095, -210, -25, 14, 77
688, 866, -324, -41, -3, -112
915, -2540, 162, 2, 8, 12
751, -454, -328, 31, -9, 98
73, 2324, 283, -8, 7, -31
953, 574, -342, -44, 9, -113
-1393, -2538, 222, -4, -7, 66
523, -973, -278, 38, -5, 133
387, 1261, 21, -6, -8, -98
121, -96, 378, -55, 8, -116
554, -946, -175, 3, -13, 121
202, 2483, 498, -8, 12, 19
686, 1110, -35, -14, 5, -147
56, -1256, 134, -6, -3, 93
723, -634, -270, 21, 0, 113
437, 1579, 129, -5, -16, -97
286, 149, -102, -5, -2, -103
231, -1089, 141, 6, -4, 74
653, -397, -235, 39, 10, 112
334, 1037, -115, 6, -18, -90
783, -139, -397, 9, -32, -130
796, -1003, -90, -1, 6, 97
465, 507, -44, -2, 5, 96
541, 836, -143, -5, -12, -98
1136, -1895, 404, -5, 9, 1
378, -760, -68, 21, -4, 101
59, 1458, -215, -21, 11, 52
815, 467, -1, -33, 7, -100
-539, -984, -188, 47, 14, -73
716, -1285, -135, 17, -18, 123
54, 1565, 164, -13, -5, 64
803, 505, -125, -19, 5, -113
295, -2407, 646, 35, 16, -35
604, -881, -134, 4, -3, 116
39, 2165, 384, -23, 3, -30
656, 854, -43, -52, 10, -108
515, -1552, 76, -10, 2, -15
583, -687, -300, 28, -13, 109
-300, 1941, 118, -1, -3, -7
364, 700, -561, -25, 4, -109
-604, -2014, 570, -2, 0, 58
752, -653, -386, 59, -1, 105
416, 1261, 131, -23, -9, -72
382, 564, -219, -25, 2, -117
105, -1228, 309, 9, -3, 73
763, -913, -235, 53, -9, 126
394, 1029, -191, -16, -8, -90
56, -1533, 401, 19, -3, -75
475, -873, -433, 11, -12, 82
529, 498, 180, 7, 6, 109
600, 661, -60, -7, 4, -103
576, -1918, -54, 18, 18, -42
602, -771, -309, 15, -7, 122
84, 2114, 427, -10, -4, -35
478, 649, -224, -12, -2, -115
-1505, -2801, 763, 4, -3, 33
1203, -846, -344, 53, -2, 132
-23, 2039, 228, -20, -5, -69
668, 393, -258, -2, 2, -145
-74, -1749, 278, 16, -10, 98
351, 37, -186, 32, 4, 118
646, 833, -154, -19, -1, -99
168, -1886, -120, 14, 7, -44
338, -686, -1, 21, -7, 87
11, 1773, -507, -30, 5, 20
608, 1631, -189, -67, 16, -126
-856, -2012, 376, 37, -11, 51
918, -846, -581, 59, -11, 123
329, 1284, 100, -17, 4, -92
205, -967, 303, -37, 6, -83
1029, -961, -414, 40, -16, 119
158, 956, 94, 9, -2, 1
621, 799, -58, -19, 13, -118
-978, -2315, 185, 34, -11, 86
886, -827, -52, 45, 10, 103
234, 691, 122, 0, -12, -76
747, -174, -118, -34, -2, -106
653, -939, -369, 19, 2, 90
182, 1225, -127, -22, 12, 86
709, 714, -280, -32, 3, -98
175, -1599, 394, -27, 13, -35
609, -1019, -101, 56, -9, 106
-286, 2106, 243, -25, -4, -30
1079, 560, -485, -41, 7, -117
-20, -1620, -24, 8, -8, 64
1079, -1019, -387, 77, 4, 123
412, 1001, -10, -6, -15, -88
159, -242, -78, -49, 8, -93
598, -565, 83, 20, 1, 86
143, 1248, -8, -9, 12, 55
501, 585, -372, -11, -5, -104
1081, -2584, 431, 25, 16, 22
1053, -862, -385, 41, 5, 112
368, 821, -87, 18, -6, -52
641, 832, -378, -32, -2, -120
-437, -1780, -34, 24, 1, 95
290, 751, -122, -2, 11, 76
555, 753, -186, -17, -6, -94
44, -414, 181, -19, 10, -84
324, -765, -75, 18, -2, 98
-79, 1032, 25, 21, -2, 52
324, 482, 252, -32, 2, -89
366, -1699, -51, 19, 8, -53
570, -785, -88, 15, -6, 96
-25, 787, -12, 1, 7, 38
284, 421, -146, -11, -5, -73
1793, 410, -1084, -49, -1, -71
-822, -151, 196, -18, -42, -112
162, -1480, 632, 64, -95, -78
514, 316, 1031, 22, -5, 2
-237, -81, -243, 2, -1, -3
6, 125, 20, -4, -2, 0
-22, 21, -134, 0, -1, -1
162, -1480, 632, 64, -95, -78
514, 316, 1031, 22, -5, 2
-237, -81, -243, 2, -1, -3
6, 125, 20, -4, -2, 0
-22, 21, -134, 0, -1, -1
